9.714 PHY<<== 004,  14 : ~
10.115 PHY==>> 053, K 13  00 01 00 00 00 1d 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 e 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 m c p m . c o n f 00 1d h ~
10.115 PHY<<== 015, K 13  00 01 00 00 00 1e 00 00 00 a3 00 ~
10.127 PHY==>> 060, K 13  00 01 00 00 00 1e 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 d2 01 00 00 80 = d5 12 80 = d5 12 80 = d5 12 m c s _ t c x o m g r . c o n f 00 z H ~
10.128 PHY<<== 015, K 13  00 01 00 00 00 1f 00 00 00 18 1c ~
10.135 PHY==>> 055, K 13  00 01 00 00 00 1f 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 Z 01 00 00 80 = d5 12 80 = d5 12 80 = d5 12 m m g s d i . c o n f 00 cc X ~
10.135 PHY<<== 015, K 13  00 01 00 00 00   00 00 00 13 e2 ~
10.143 PHY==>> 054, K 13  00 01 00 00 00   00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 0f 02 00 00 80 = d5 12 80 = d5 12 80 = d5 12 m m o d e . c o n f 00 f 19 ~
10.143 PHY<<== 015, K 13  00 01 00 00 00 ! 00 00 00 a8 fe ~
10.151 PHY==>> 055, K 13  00 01 00 00 00 ! 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 11 02 00 00 80 = d5 12 80 = d5 12 80 = d5 12 n a s _ m m . c o n f 00 J % ~
10.152 PHY<<== 015, K 13  00 01 00 00 00 " 00 00 00 e db ~
10.159 PHY==>> 057, K 13  00 01 00 00 00 " 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 / 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 o n e x _ m u x . c o n f 00 " 8d ~
10.160 PHY<<== 015, K 13  00 01 00 00 00 # 00 00 00 de c7 ~
10.167 PHY==>> 058, K 13  00 01 00 00 00 # 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 p 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 o n e x _ s r c h . c o n f 00 d8 ) ~
10.168 PHY<<== 015, K 13  00 01 00 00 00 $ 00 00 00 ff 90 ~
10.175 PHY==>> 052, K 13  00 01 00 00 00 $ 00 00 00 00 00 00 00 00 00 00 00 05 80 00 00 c3 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 p b m . c o n f 00 * e6 ~
10.175 PHY<<== 015, K 13  00 01 00 00 00 % 00 00 00 D 8c ~
10.183 PHY==>> 063, K 13  00 01 00 00 00 % 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 d0 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 p s _ c o n f i g _ i n f o . c o n f 00 96 ae ~
10.183 PHY<<== 015, K 13  00 01 00 00 00 & 00 00 00 89 a9 ~
10.191 PHY==>> 056, K 13  00 01 00 00 00 & 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 b6 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 q m i _ c a t . c o n f 00 bb 9a ~
10.191 PHY<<== 015, K 13  00 01 00 00 00 ' 00 00 00 2 b5 ~
10.199 PHY==>> 056, K 13  00 01 00 00 00 ' 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 cd 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 q m i _ u i m . c o n f 00 U _ ~
10.199 PHY<<== 015, K 13  00 01 00 00 00 ( 00 00 00 cb 07 ~
10.207 PHY==>> 052, K 13  00 01 00 00 00 ( 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 ! 01 00 00 80 = d5 12 80 = d5 12 80 = d5 12 r e g . c o n f 00 98 s ~
10.207 PHY<<== 015, K 13  00 01 00 00 00 ) 00 00 00 p 1b ~
10.219 PHY==>> 064, K 13  00 01 00 00 00 ) 00 00 00 00 00 00 00 01 00 00 00 ff A 00 00 02 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 r r c _ d e v i c e _ t y p e _ n v . c o n f 00
10.219 PHY==>> 003, c2 af ~
10.220 PHY<<== 015, K 13  00 01 00 00 00 * 00 00 00 bd > ~
10.227 PHY==>> 060, K 13  00 01 00 00 00 * 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 + 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 r r c _ f e a t u r e . c o n f 00 cc n ~
10.227 PHY<<== 015, K 13  00 01 00 00 00 + 00 00 00 06 " ~
10.235 PHY==>> 064, K 13  00 01 00 00 00 + 00 00 00 00 00 00 00 01 00 00 00 ff A 00 00 02 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 r r c _ f e a t u r e _ c e l l _ b a r . c o n
10.235 PHY==>> 005, f 00 df c8 ~
10.236 PHY<<== 015, K 13  00 01 00 00 00 , 00 00 00 ' u ~
10.243 PHY==>> 064, K 13  00 01 00 00 00 , 00 00 00 00 00 00 00 01 00 00 00 ff A 00 00 02 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 r r c _ f e a t u r e _ d o _ n o t _ f o r w a
10.243 PHY==>> 016, r d _ p a g e . c o n f 00 e0 = ~
10.244 PHY<<== 015, K 13  00 01 00 00 00 - 00 00 00 9c i ~
10.251 PHY==>> 064, K 13  00 01 00 00 00 - 00 00 00 00 00 00 00 01 00 00 00 ff A 00 00 02 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 r r c _ f e a t u r e _ f r e q _ l o c k . c o
10.251 PHY==>> 006, n f 00 8d ce ~
10.252 PHY<<== 015, K 13  00 01 00 00 00 . 00 00 00 Q L ~
10.259 PHY==>> 064, K 13  00 01 00 00 00 . 00 00 00 00 00 00 00 01 00 00 00 ff A 00 00 02 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 r r c _ f e a t u r e _ s k i p _ s i b 1 1 _ o
10.259 PHY==>> 011, p t . c o n f 00 d9 1a ~
10.260 PHY<<== 015, K 13  00 01 00 00 00 / 00 00 00 ea P ~
10.267 PHY==>> 064, K 13  00 01 00 00 00 / 00 00 00 00 00 00 00 01 00 00 00 ff A 00 00 02 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 r r c _ f e a t u r e _ s n o w 3 g . c o n f 00
10.267 PHY==>> 003, 9d J ~
10.268 PHY<<== 015, K 13  00 01 00 00 00 0 00 00 00 b2 ! ~
10.275 PHY==>> 064, K 13  00 01 00 00 00 0 00 00 00 00 00 00 00 01 00 00 00 ff A 00 00 02 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 r r c _ f e a t u r e _ s r b 2 _ a c t . c o n
10.275 PHY==>> 005, f 00 5 88 ~
10.276 PHY<<== 015, K 13  00 01 00 00 00 1 00 00 00 	 = ~
10.283 PHY==>> 059, K 13  00 01 00 00 00 1 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 e3 02 00 00 80 = d5 12 80 = d5 12 80 = d5 12 t d s c d m a _ l 1 . c o n f 00 B 8f ~
10.283 PHY<<== 015, K 13  00 01 00 00 00 2 00 00 00 c4 18 ~
10.291 PHY==>> 060, K 13  00 01 00 00 00 2 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 8a 06 00 00 80 = d5 12 80 = d5 12 80 = d5 12 t d s c d m a _ r r c . c o n f 00 S & ~
10.291 PHY<<== 015, K 13  00 01 00 00 00 3 00 00 00 7f 04 ~
10.299 PHY==>> 055, K 13  00 01 00 00 00 3 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 1a 01 00 00 80 = d5 12 80 = d5 12 80 = d5 12 u i m d r v . c o n f 00 h z ~
10.299 PHY<<== 015, K 13  00 01 00 00 00 4 00 00 00 ^ S ~
10.311 PHY==>> 060, K 13  00 01 00 00 00 4 00 00 00 00 00 00 00 0f 00 00 00 ff e1 00 00 ) 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 w _ i d l e _ m o d e . c o n f 00 82 ! ~
10.312 PHY<<== 015, K 13  00 01 00 00 00 5 00 00 00 e5 O ~
10.323 PHY==>> 064, K 13  00 01 00 00 00 5 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 j 01 00 00 80 = d5 12 80 = d5 12 80 = d5 12 w c d m a _ r r c _ e x t e r n a l . c o n f 00
10.323 PHY==>> 003, b0 bc ~
10.324 PHY<<== 015, K 13  00 01 00 00 00 6 00 00 00 ( j ~
10.331 PHY==>> 064, K 13  00 01 00 00 00 6 00 00 00 00 00 00 00 0f 00 00 00 ff e1 00 00 @ 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 w c d m a _ r r c _ f a s t _ r e t u r n _ t o
10.332 PHY==>> 024, _ l t e _ a f t e r _ c s f b . c o n f 00 ` 0f ~
10.332 PHY<<== 015, K 13  00 01 00 00 00 7 00 00 00 93 v ~
10.343 PHY==>> 064, K 13  00 01 00 00 00 7 00 00 00 00 00 00 00 0f 00 00 00 ff e1 00 00 F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 w c d m a _ r r c _ f a s t _ r e t u r n _ t o
10.344 PHY==>> 030, _ l t e _ a f t e r _ c s f b _ t i m e r . c o n f 00 g R ~
10.344 PHY<<== 015, K 13  00 01 00 00 00 8 00 00 00 j c4 ~
10.351 PHY==>> 056, K 13  00 01 00 00 00 8 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 83 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 w l 1 _ c m e . c o n f 00 a2 T ~
10.352 PHY<<== 015, K 13  00 01 00 00 00 9 00 00 00 d1 d8 ~
10.359 PHY==>> 064, K 13  00 01 00 00 00 9 00 00 00 00 00 00 00 0f 00 00 00 ff e1 00 00 ) 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 w l 1 _ d c _ w 2 l _ m o d e . c o n f 00 82 ae ~
10.360 PHY<<== 015, K 13  00 01 00 00 00 : 00 00 00 1c fd ~
10.367 PHY==>> 058, K 13  00 01 00 00 00 : 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 % 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 w l 1 _ d l _ n v . c o n f 00 dd 10 ~
10.368 PHY<<== 015, K 13  00 01 00 00 00 ; 00 00 00 a7 e1 ~
10.375 PHY==>> 061, K 13  00 01 00 00 00 ; 00 00 00 00 00 00 00 0f 00 00 00 ff e1 00 00 ) 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 w l 1 _ d s r _ m o d e . c o n f 00 cf S ~
10.376 PHY<<== 015, K 13  00 01 00 00 00 < 00 00 00 86 b6 ~
10.383 PHY==>> 056, K 13  00 01 00 00 00 < 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 ) 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 w l 1 _ f e t . c o n f 00 ba J ~
10.383 PHY<<== 015, K 13  00 01 00 00 00 = 00 00 00 = aa ~
10.391 PHY==>> 056, K 13  00 01 00 00 00 = 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 bd 03 00 00 80 = d5 12 80 = d5 12 80 = d5 12 w l 1 _ r x d . c o n f 00 b8 c2 ~
10.391 PHY<<== 015, K 13  00 01 00 00 00 > 00 00 00 f0 8f ~
10.399 PHY==>> 058, K 13  00 01 00 00 00 > 00 00 00 00 00 00 00 0f 00 00 00 ff e1 00 00 ( 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 w l 1 _ u l _ c m . c o n f 00 89 cc ~
10.399 PHY<<== 015, K 13  00 01 00 00 00 ? 00 00 00 K 93 ~
10.411 PHY==>> 052, K 13  00 01 00 00 00 ? 00 00 00 00 00 00 00 00 00 00 00 ff 81 00 00 bf 00 00 00 80 = d5 12 80 = d5 12 80 = d5 12 w m s . c o n f 00 e8 98 ~
10.411 PHY<<== 015, K 13  00 01 00 00 00 @ 00 00 00 f7 { ~
10.419 PHY==>> 044, K 13  00 01 00 00 00 @ 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 o 07 ~
10.421 PHY<<== 011, K 13  00 01 00 00 00 - u ~
10.431 PHY==>> 011, K 13  00 00 00 00 00 96 i ~
10.431 PHY<<== 032, K 13  00 n v / i t e m _ f i l e s / c o n f / r r c _ d e v i c
10.432 PHY<<== 018, e _ t y p e _ n v . c o n f 00 a3 15 ~
10.443 PHY==>> 015, K 13  00 01 00 00 00 00 00 00 00 b5 a9 ~
10.443 PHY<<== 015, K 13  00 01 00 00 00 01 00 00 00 fb q ~
10.451 PHY==>> 044, K 13  00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 dc de ~
10.451 PHY<<== 011, K 13  00 01 00 00 00 - u ~
10.459 PHY==>> 011, K 13  00 00 00 00 00 96 i ~
10.459 PHY<<== 032, K 13  00 n v / i t e m _ f i l e s / c o n f / r r c _ f e a t u
10.460 PHY<<== 020, r e _ c e l l _ b a r . c o n f 00 06 L ~
10.471 PHY==>> 015, K 13  00 01 00 00 00 00 00 00 00 b5 a9 ~
10.471 PHY<<== 015, K 13  00 01 00 00 00 01 00 00 00 fb q ~
10.479 PHY==>> 044, K 13  00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 dc de ~
10.479 PHY<<== 011, K 13  00 01 00 00 00 - u ~
10.487 PHY==>> 011, K 13  00 00 00 00 00 96 i ~
10.487 PHY<<== 032, K 13  00 n v / i t e m _ f i l e s / c o n f / r r c _ f e a t u
10.488 PHY<<== 031, r e _ d o _ n o t _ f o r w a r d _ p a g e . c o n f 00 \ 88 ~
